GISJOIN,total,link_title,link,link_des,smart,manual_check,notes
G53063960,1,['MAKING BETTER CONNECTIONS Shoreline Shared-Use Mobility ...'],['https://www.shorelinewa.gov/home/showpublisheddocument/51668/637570211379130000'],"[""Bikesharing: Velo'v bikeshare was launched in 2005 as a Smart City project (Raux et al., 2017). The bikeshare is financed and operated by an advertising agency\xa0...""]",1,0,Mobility plan
G53067000,3,"['Smart Water, Smart Buildings, Smart City! - City of Spokane ...', 'Recycling Services - City of Spokane, Washington', 'No Title - City of Spokane, Washington']","['https://my.spokanecity.org/news/stories/2020/02/17/smart-water-smart-buildings-smart-city/', 'https://my.spokanecity.org/solidwaste/recycling/services/', 'https://my.spokanecity.org/tags/']","['Feb 17, 2020 ... Smart Water, Smart Buildings, Smart City! Marlene Feist, Director of Strategic Development, Public Works & Utilities, 509.625.6505\xa0...', 'All curbside recycling in Spokane County is taken to the SMaRT (Spokane Materials and Recycling Technology) Center, owned and operated by Waste Management.', '... small business · Small Business Saturday · SMART Center · Smart Cities · smart city · Smart Communities Awards · Smart Growth · Smart Growth America\xa0...']",1,1,Active investments in smartcity tech
G54039460,2,"[""Smart Cities Initiative | America's Best Communities | Residents ..."", 'HUNTINGTON, WV | SUMMER 2020']","['https://www.cityofhuntington.com/residents/americas-best-communities/smart-cities/', 'https://www.cityofhuntington.com/assets/pdf/14STW_Plan_FNL.pdf']","['Meetings have been held with other cities to investigate unique and successful projects similar to the Smart City Initiative; Investigating GIS software\xa0...', 'for smart city equipment. Green Space, Gateways &. Public Art. Public art is a sure signal that something is happening in a neighborhood. Commission.']",1,1,Interested in taking next steps
G55010025,1,['Brookfield Comprehensive Plan Update_adopted 3.17.20'],['https://www.ci.brookfield.wi.us/DocumentCenter/View/15811/City-of-Brookfield-2050-Comprehensive-Plan---Text-Only-WEB-SMALL-FILE'],['❍ Education. Strong school districts drive community desirability. ❍ Modernization. Increased focus on Smart City technology (improved monitoring of.'],1,1,Comprehensive plan mentions desire to use smartcity tech
G55022300,1,['Renewable Energy Action Plan'],['https://www.eauclairewi.gov/home/showdocument?id=30746'],"['Feb 25, 2020 ... Seek ways to develop smart city networks with fiber capabilities. 5 years. CC9. Hire additional City staff to work on achieving.']",1,0,Energy plan
G55039225,9,"['Kenosha Common Council Approves Privately-Funded Smart City ...', 'City of Kenosha Moves Forward With Kenosha Innovation ...', 'Sitemap - City of Kenosha', 'CARES Act Funds Available for Rent Assistance - City of Kenosha', ""City of Kenosha's response to COVID-19 - City of Kenosha"", 'Statement from Kenosha Mayor John Antaramian - City of Kenosha', ""Small businesses remain hopeful in Kenosha's Uptown neighborhood"", ""Update on missing person case: Jeffrey O'Connor - City of Kenosha"", 'Kenosha Police Department: Update on December 10 homicide ...']","['https://www.kenosha.org/visitors/news/702-kenosha-common-council-approves-privately-funded-smart-city-development', 'https://www.kenosha.org/visitors/news/731-city-of-kenosha-moves-forward-with-kenosha-innovation-neighborhood', 'https://www.kenosha.org/sitemap', 'https://www.kenosha.org/visitors/news/752-cares-act-funds-available-for-rent-assistance', 'https://www.kenosha.org/visitors/news/567-city-of-kenosha-s-response-to-covid-19', 'https://www.kenosha.org/visitors/news/779-statement-from-kenosha-mayor-john-antaramian', 'https://www.kenosha.org/visitors/news/691-small-businesses-remain-hopeful-in-kenosha-s-uptown-neighborhood', 'https://www.kenosha.org/visitors/news/874-update-on-missing-person-case-jeffrey-o-connor', 'https://www.kenosha.org/visitors/news/853-kenosha-police-department-update-on-december-10-homicide']","['Sep 23, 2020 ... “As Kenosha begins the process of reinventing itself again, this new technology will help the city use the fiber to drive smart city\xa0...', 'Kenosha Common Council Approves Privately-Funded Smart City Development · Read More · Video: City of Kenosha Community Listening Session on September 20th,\xa0...', '... Kenosha Common Council Approves Privately-Funded Smart City Development · Video: City of Kenosha Community Listening Session on September 20th, 2020\xa0...', 'Kenosha Common Council Approves Privately-Funded Smart City Development · Read More · Video: City of Kenosha Community Listening Session on September 20th,\xa0...', 'Kenosha Common Council Approves Privately-Funded Smart City Development · Read More · Video: City of Kenosha Community Listening Session on September 20th,\xa0...', 'Apr 26, 2021 ... Kenosha Common Council Approves Privately-Funded Smart City Development · Read More · Video: City of Kenosha Community Listening Session on\xa0...', 'Kenosha Common Council Approves Privately-Funded Smart City Development · Read More · Video: City of Kenosha Community Listening Session on September 20th,\xa0...', 'Kenosha Common Council Approves Privately-Funded Smart City Development · Read More · Video: City of Kenosha Community Listening Session on September 20th,\xa0...', 'Kenosha Common Council Approves Privately-Funded Smart City Development · Read More · Video: City of Kenosha Community Listening Session on September 20th,\xa0...']",1,1,"Numerous examples of smartcity applications, including ongoing discussions."
G55048000,4,"['City of Madison is a 2019 Digital Cities Winner | City of Madison, City ...', 'Madison Cuts Ribbon on Nakoosa Trail, Ushering In New Era at ...', 'Comprehensive Plan | City of Madison, Wisconsin', 'oscar mayer area - strategic assessment report']","['https://www.cityofmadison.com/news/city-of-madison-is-a-2019-digital-cities-winner', 'https://www.cityofmadison.com/fleet-service/blog/madison-cuts-ribbon-on-nakoosa-trail-ushering-in-new-era-at-fleet', 'https://www.cityofmadison.com/dpced/planning/documents/Part1_ComprehensivePlan.pdf', 'https://www.cityofmadison.com/dpced/planning/documents/Oscar%20Mayer%20Strategic%20Assessment.pdf']","[""Nov 20, 2019 ... Strengthening the City's cybersecurity posture; Supporting citywide smart city efforts with a strong information technology infrastructure\xa0..."", 'Jun 29, 2021 ... ... a hackathon with competing teams of smart Madison people dedicated to increasing EV penetration in our society, and local musicians.', 'The US Department of Transportation launched a. “Smart City Challenge” in 2015. The Challenge offered. $40 million to a mid-sized city to develop ideas for an\xa0...', '... on equitable development are listed below: Where is Gentrification Happening in Your City?, Chris Bousquet, Data-Smart City Solutions, June 5th, 2017.']",1,1,Active investments in smartcity tech
G55053000,2,"['Commissioners', 'Water Centric City Framework']","['https://city.milwaukee.gov/ERC/Meet-the-Commission', 'https://city.milwaukee.gov/ImageLibrary/WCC/WaterCentricCityFramework.pdf']","['He is the author of City-Smart: Milwaukee (1997, John Muir Press, San Francisco), a hopelessly out of date guidebook to Milwaukee.', 'harvesting/rotterdam-the-water-city-of-the-future.html. 18. Smart Water, Smart City www.smartwatersmartcity.com. 19. Stockholm Resilience.']",1,0,Mostly about water and general meet and greets
G55059250,1,['Oconomowoc General Survey Response Summary'],['https://www.oconomowoc-wi.gov/DocumentCenter/View/5705/Oconomowoc-General-Survey-Summary'],['I strongly disagree with the so- called smart city concept. I do believe that a rail system to downtown would be a plus. Page 33. 33.'],1,0,Survey responses
G55060200,1,['AGENDA'],['https://www.vil.oregon.wi.us/vertical/sites/%7B3631401E-89E6-4B18-B72B-25DC241CC205%7D/uploads/083022_Packet.pdf'],"['Sep 15, 2022 ... The City of Opelika: Transforming an Alabama community into a smart city. Featured Resources. Most Read. Page 69\xa0...']",1,0,Meeting notes
G55066000,7,"['Mayor Mason and Foxconn Partner on Smart City Initiatives', 'Mayor Cory Mason - City of Racine', '1 City Budget Address 2019 Mayor Cory Mason October 10, 2019 ...', 'Untitled', 'Budget Address 2022 Mayor Cory Mason City of Racine October 19 ...', '2022 ADOPTED BUDGET - the City of Racine, Wisconsin', 'PROPOSED 2020 BUDGET CITY OF RACINE, WISCONSIN']","['https://www.cityofracine.org/uploadedFiles/_MainSiteContent/Government/Mayor/_News/Racine%20Foxconn%20Smart%20City%20MOU%203-19-19_Final_Approved.pdf', 'https://www.cityofracine.org/mayor/', 'https://www.cityofracine.org/uploadedFiles/_MainSiteContent/Government/Mayor/_Documents/Mayor%20Budget%20Address%202018-19.pdf', 'https://www.cityofracine.org/_Home/News/Address-for-City-Budget-2021/', 'https://www.cityofracine.org/uploadedFiles/_MainSiteContent/_Home/News/_Documents/2022%20Budget%20Address%2010.19.22%20FINAL.pdf', 'https://www.cityofracine.org/Departments/Finance/_Documents/Operating-Budgets/2022-Adopted-Budget/', 'https://www.cityofracine.org/uploadedFiles/_MainSiteContent/Departments/Finance/_Documents/Proposed_Budget_Documents/2020%20Proposed%20Budget.pdf']","['Mar 19, 2019 ... Mayor Mason and Foxconn Partner on Smart City Initiatives. Partnership will make Racine a hub of innovation that enhances quality of life\xa0...', 'posted on Tuesday, March 19, 2019. Mayor Mason and Foxconn Partner on Smart City Initiatives. Read more >> · 2019 Budget Address\xa0...', ""Oct 10, 2019 ... There will be more on smart city to come. Building off of the City's existing infrastructure, this budget invests resources in smart city\xa0..."", 'Oct 14, 2020 ... ... and inclusive community, ensuring sustainability and mitigating the effects of climate change, and advancing smart city innovations.', 'Oct 19, 2021 ... Just yesterday, as part of our work on Smart City and sustainability initiatives, we unveiled the. Badger Shuttle.', 'Jan 1, 2022 ... City Administration is dedicated to making Racine the Community of Choice in Wisconsin by focusing on equity, sustainability, and Smart City\xa0...', 'Oct 21, 2019 ... Roll out a series of revenue-generating Smart City initiatives to increase quality of life and economic competitiveness for Racine residents\xa0...']",1,1,Self declared smartcity
G55078650,1,['Untitled'],['https://www.ci.superior.wi.us/AgendaCenter/ViewFile/Agenda/_02282022-307'],"['Feb 28, 2022 ... Ability to enable economic development and Smart City innovation through the Network. There are many benefits to an Open Access model,\xa0...']",1,0,Meeting notes
G55084475,1,['City of Wausau Community Development Department'],['https://www.ci.wausau.wi.us/Portals/0/Departments/ComDev/Documents/2021_CAPER_DRAFT.pdf'],"['Feb 23, 2022 ... Continue to collaborate with Get Smart Wausau Coalition to provide financial education. In- person education was put on hold.']",1,0,Dead link
