GISJOIN,link
G06016532,['https://www.costamesaca.gov/hot-topics/sustainability']
G06019192,['https://www.diamondbarca.gov/DocumentCenter/View/7091']
G06019766,['https://www.downeyca.org/Home/Components/News/News/1116/15?arch=1']
G06021230,"['https://www.eastvaleca.gov/home/showpublisheddocument/15649/637601318625300000', 'https://www.eastvaleca.gov/Home/Components/News/News/8840/', 'https://www.eastvaleca.gov/home/showdocument?id=12673', 'https://www.eastvaleca.gov/home/showpublisheddocument/15679', 'https://www.eastvaleca.gov/Home/ShowDocument?id=14196']"
G06021712,['https://www.cityofelcajon.us/ElCajon2.0']
G06022020,"['https://www.elkgrovecity.org/city_hall/departments_divisions/strategic_planning_and_innovation/smart_city_plan', 'https://www.elkgrovecity.org/city_hall/city_government/city_council/council_goals_and_policies/high_priority_projects', 'https://www.elkgrovecity.org/city_hall/departments_divisions/finance/accounting', 'https://www.elkgrovecity.org/city_hall/departments_divisions/garbage_recycling/special_waste_collection_center/facility_information', 'https://www.elkgrovecity.org/city_hall/departments_divisions/public_works/drainage/drought_response_and_water_conservation/water_conservation_frequently_asked_questions', 'https://www.elkgrovecity.org/UserFiles/Servers/Server_109585/File/Departments/Public%20Works/Traffic%20Engineering/CAV_Plan.pdf', 'https://www.elkgrovecity.org/city_hall/departments_divisions/garbage_recycling/special_waste_collection_center/tires', 'https://www.elkgrovecity.org/cms/One.aspx?portalId=109669&pageId=8087497', 'https://www.elkgrovecity.org/city_hall/departments_divisions/public_works/drainage/drought_response_and_water_conservation/water_conservation_plan', 'https://www.elkgrovecity.org/city_hall/departments_divisions/animal_services/animal_shelter/adoptions', 'https://www.elkgrovecity.org/city_hall/departments_divisions/animal_services/animal_shelter/adoptions', 'https://www.elkgrovecity.org/city_hall/departments_divisions/animal_services/bark_nuisance', 'https://www.elkgrovecity.org/city_hall/departments_divisions/garbage_recycling/residential/annual_bulky_waste_pickups', 'https://www.elkgrovecity.org/city_hall/departments_divisions/garbage_recycling/residential/services_provided/christmas_and_new_years_information', 'https://www.elkgrovecity.org/connect', 'https://www.elkgrovecity.org/city_hall/departments_divisions/public_works/capital_improvements/district56', 'https://www.elkgrovecity.org/city_hall/departments_divisions/utility_billing', 'https://www.elkgrovecity.org/city_hall/city_government/city_council/council_meetings/resolutions', 'https://www.elkgrovecity.org/city_hall', 'https://www.elkgrovecity.org/e_tran_notification_center', 'https://www.elkgrovecity.org/city_hall/departments_divisions/garbage_recycling', 'https://www.elkgrovecity.org/city_hall/departments_divisions/garbage_recycling/special_waste_collection_center/cesqg', 'https://www.elkgrovecity.org/city_hall/departments_divisions/utility_billing/storm_drain_rates', 'https://www.elkgrovecity.org/city_hall/departments_divisions/public_works/capital_improvements/old_town_plaza_improvements/old_town_streetscape_improvements', 'https://www.elkgrovecity.org/cms/One.aspx?portalId=109669&pageId=8087499', 'https://www.elkgrovecity.org/city_hall/departments_divisions/public_works/capital_improvements/district56/project_history_of_district56/reports___studies', 'https://www.elkgrovecity.org/city_hall/departments_divisions/development_services/development_engineering', 'https://www.elkgrovecity.org/city_hall/departments_divisions/garbage_recycling/residential/services_provided/clean_up_and_hauling_for_residents', 'https://www.elkgrovecity.org/city_hall/departments_divisions/development_services/development_engineering/handouts_and_requirements', 'https://www.elkgrovecity.org/city_hall/city_government/city_information_gateway', 'https://www.elkgrovecity.org/city_hall/departments_divisions/public_works/maintenance_and_operations/traffic_signal_maintenance', 'https://www.elkgrovecity.org/city_hall/departments_divisions/utility_billing/solid_waste_rates', 'https://www.elkgrovecity.org/city_hall/departments_divisions/finance', 'https://www.elkgrovecity.org/city_hall/departments_divisions/animal_services/animal_shelter/community_cats__trap__neuter_and_release', 'https://www.elkgrovecity.org/visitors', 'https://www.elkgrovecity.org/city_hall/departments_divisions/public_works/maintenance_and_operations/trails_maintenance', 'https://www.elkgrovecity.org/city_hall/departments_divisions/public_works/capital_improvements/laguna_creek_interregional_trail_corridor', 'https://www.elkgrovecity.org/city_hall/departments_divisions/public_works/maintenance_and_operations/street_sweeping_maintenance', 'https://www.elkgrovecity.org/city_hall/departments_divisions/strategic_planning_and_innovation/community_mobility_resilience_project', 'https://www.elkgrovecity.org/city_hall/departments_divisions/animal_services/animal_shelter/surrender_your_pet', 'https://www.elkgrovecity.org/city_hall/departments_divisions/public_works/drainage/drought_response_and_water_conservation', 'https://www.elkgrovecity.org/visitors/things_to_do/special_events/elk_grove_multicultural_festival/diversity_month_events', 'https://www.elkgrovecity.org/business/development', 'https://www.elkgrovecity.org/city_hall/departments_divisions/garbage_recycling/special_waste_collection_center/reuse_room', 'https://www.elkgrovecity.org/city_hall/departments_divisions/garbage_recycling/residential/services_provided', 'https://www.elkgrovecity.org/visitors', 'https://www.elkgrovecity.org/city_hall/departments_divisions/garbage_recycling/special_waste_collection_center/sharps_medications', 'https://www.elkgrovecity.org/city_hall/departments_divisions/planning/resources_and_policies/rural_roads/current_projects_in_the_rural_area', 'https://www.elkgrovecity.org/connect/city_survey', 'https://www.elkgrovecity.org/visitors/things_to_do/special_events/salute_to_the_red__white___blue', 'https://www.elkgrovecity.org/visitors/things_to_do/special_events/salute_to_the_red__white___blue', 'https://www.elkgrovecity.org/city_hall/departments_divisions/animal_services/fees', 'https://www.elkgrovecity.org/city_hall/departments_divisions/animal_services/animal_shelter/volunteering_and_foster_care', 'https://www.elkgrovecity.org/city_hall/city_government/2019_state_of_the_city_address/2021_state_of_the_city_address', 'https://www.elkgrovecity.org/city_hall/departments_divisions/strategic_planning_and_innovation/elk_grove_library_relocation', 'https://www.elkgrovecity.org/city_hall/departments_divisions/animal_services/animal_shelter', 'https://www.elkgrovecity.org/city_hall/departments_divisions/finance/annual_budget', 'https://www.elkgrovecity.org/city_hall/departments_divisions/public_works/maintenance_and_operations/storm_drain_maintenance', 'https://www.elkgrovecity.org/city_hall/departments_divisions/public_works/maintenance_and_operations/sidewalk_curb_and_gutter_maintenance', 'https://www.elkgrovecity.org/city_hall/departments_divisions/public_works/traffic_engineering', 'https://www.elkgrovecity.org/business', 'https://www.elkgrovecity.org/city_hall/departments_divisions/public_works/maintenance_and_operations/landscape_maintenance', 'https://www.elkgrovecity.org/city_hall/departments_divisions/city_attorney', 'https://www.elkgrovecity.org/city_hall/departments_divisions/public_works/maintenance_and_operations/street_maintenance', 'https://www.elkgrovecity.org/city_hall/departments_divisions/animal_services/our_services_and_staff', 'https://www.elkgrovecity.org/city_hall/departments_divisions/public_works/maintenance_and_operations/graffiti_on_public_property', 'https://www.elkgrovecity.org/city_hall/departments_divisions/housing_loans/grants', 'https://www.elkgrovecity.org/city_hall/departments_divisions/garbage_recycling/special_waste_collection_center/recycle_area', 'https://www.elkgrovecity.org/city_hall/city_government/commission_and_committees/multicultural_committee/agendas___minutes', 'https://www.elkgrovecity.org/city_hall/departments_divisions/public_works/maintenance_and_operations/street_lights', 'https://www.elkgrovecity.org/city_hall/departments_divisions/housing_loans/affordable_housing/for_rent', 'https://www.elkgrovecity.org/city_hall/departments_divisions/animal_services/spay_neuter', 'https://www.elkgrovecity.org/city_hall/city_government/commission_and_committees/committee_for_the_arts/moonlight_swing', 'https://www.elkgrovecity.org/city_hall/departments_divisions/building_safety__inspection___permits/electronic_plan_review', 'https://www.elkgrovecity.org/city_hall/city_government/ada_and_accessibility_resources/a_d_a_compliance', 'https://www.elkgrovecity.org/city_hall/departments_divisions/garbage_recycling/residential/residential_organic_recycling', 'https://www.elkgrovecity.org/city_hall/city_government/commission_and_committees/multicultural_committee', 'https://www.elkgrovecity.org/city_hall/departments_divisions/garbage_recycling/residential', 'https://www.elkgrovecity.org/city_hall/departments_divisions/finance/development_related_fee_information/scip_fee_financing', 'https://www.elkgrovecity.org/city_hall/departments_divisions/human_resources/benefits', 'https://www.elkgrovecity.org/city_hall/departments_divisions/public_works/maintenance_and_operations/traffic_signs_and_pavement_markings_maintenance', 'https://www.elkgrovecity.org/city_hall/departments_divisions/planning/resources_and_policies/rural_roads', 'https://www.elkgrovecity.org/city_hall/departments_divisions/planning/resources_and_policies/bicycle_pedestrian_and_trails_master_plan', 'https://www.elkgrovecity.org/city_hall/city_government/ada_and_accessibility_resources/a_d_a_compliance', 'https://www.elkgrovecity.org/city_hall/departments_divisions/garbage_recycling/commercial/elk_grove_business_recycling_garbage/design_guidelines_for_trash_and_recycling', 'https://www.elkgrovecity.org/city_hall/departments_divisions/animal_services/animal_shelter/donations', 'https://www.elkgrovecity.org/visitors/things_to_do/special_events/elk_grove_multicultural_festival/diversity_pledge', 'https://www.elkgrovecity.org/city_hall/departments_divisions/animal_services/regulations', 'https://www.elkgrovecity.org/city_hall/departments_divisions/strategic_planning_and_innovation/multi-_sport_park_complex/sphere_of_influence_materials', 'https://www.elkgrovecity.org/city_hall/departments_divisions/public_affairs/military_street_banner_program', 'https://www.elkgrovecity.org/city_hall/departments_divisions/strategic_planning_and_innovation/multi-_sport_park_complex/sphere_of_influence_materials', 'https://www.elkgrovecity.org/city_hall/departments_divisions/public_affairs/military_street_banner_program', 'https://www.elkgrovecity.org/city_hall/departments_divisions/garbage_recycling/residential/services_provided/recycling_holiday_lights', 'https://www.elkgrovecity.org/residents/local_resources', 'https://www.elkgrovecity.org/city_hall/departments_divisions/finance/accounting/treasurer_s_reports', 'https://www.elkgrovecity.org/city_hall/departments_divisions/economic_development/support_local', 'https://www.elkgrovecity.org/city_hall/city_government/commission_and_committees/committee_for_the_arts/past_projects/great_read_book_faire', 'https://www.elkgrovecity.org/city_hall/city_government/commission_and_committees/committee_for_the_arts/iris_awards', 'https://www.elkgrovecity.org/city_hall/departments_divisions/strategic_planning_and_innovation/general_plan/housing_element_update', 'https://www.elkgrovecity.org/city_hall/departments_divisions/planning/resources_and_policies/rural_roads/rural_road_improvement_policy_and_standards']"
G06022804,"['https://www.escondido.org/businessspotlight-aug119.aspx', 'https://www.escondido.org/community.aspx']"
G06023182,"['https://www.fairfield.ca.gov/government/city-departments/information-technology', 'https://www.fairfield.ca.gov/Home/Components/News/News/317/14']"
G06025380,"['https://www.fountainvalley.org/341/Fountain-Valley-Crossings', 'https://www.fountainvalley.org/1286/experience-fountain-valley']"
G06026000,"['https://www.fremont.gov/Home/Components/News/News/121/', 'https://www.fremont.gov/home/showpublisheddocument/553/637750189812930000', 'https://www.fremont.gov/Home/Components/StaffDirectory/StaffDirectory/208/282', 'https://www.fremont.gov/home/showpublisheddocument/9158/637940886347430000', 'https://www.fremont.gov/home/showpublisheddocument/11161/637970366751830000', 'https://www.fremont.gov/home/showpublisheddocument/9236/637886058218800000', 'http://www.fremont.gov/family', 'https://www.fremont.gov/home/showdocument?id=10895&t=637939298456730367', 'https://www.fremont.gov/home/showpublisheddocument/1089/637806234781330000']"
G06027000,['https://www.fresno.gov/news/city-announces-new-wireless-marketing-plan-small-cell-program-with-5-bars-communities/']
G06028000,"['https://www.cityoffullerton.com/Home/Components/News/News/225/900', 'https://www.cityoffullerton.com/government/city-news']"
G06030000,"['https://www.glendaleca.gov/government/departments/community-development/planning/plans-for-mobility/glendale-walks', 'https://www.glendaleca.gov/Home/Components/News/News/5597/', 'https://www.glendaleca.gov/government/departments/community-development/planning/city-wide-plans', 'https://www.glendaleca.gov/government/departments/management-services/office-of-sustainability/programs-and-services', 'https://www.glendaleca.gov/government/departments/economic-development/meet-the-team', 'https://www.glendaleca.gov/home/showdocument?id=47798', 'https://www.glendaleca.gov/home/showdocument?id=16341', 'https://www.glendaleca.gov/home/showpublisheddocument/58833/637352499702470000']"
G06036000,"['https://www.huntingtonbeachca.gov/announcements/announcement.cfm?id=1197', 'http://www.huntingtonbeachca.gov/files/users/city-manager/2022-Strategic-Planning-Recap.pdf', 'https://www.huntingtonbeachca.gov/government/departments/public_works/wireless-communications/', 'https://www.huntingtonbeachca.gov/government/elected_officials/city_council/council_bios/kalmick.cfm', 'https://www.huntingtonbeachca.gov/files/users/city-manager/2021-City-Council-Strategic-Plan.pdf']"
G06036056,['https://www.hpca.gov/DocumentCenter/View/7203/FY-2018-19-Adopted-Budget']
G06036280,['https://www.cityofimperial.org/sites/default/files/agendas/council/CC04-19-17_Item-G1.pdf']
G06036546,['https://www.cityofinglewood.org/DocumentCenter/View/15235']
G06040130,"['https://www.cityoflancasterca.org/Home/Components/News/News/9476/', 'https://www.cityoflancasterca.org/home/showdocument?id=41901', 'https://www.cityoflancasterca.org/Home/Components/News/News/9238/1952?arch=1', 'https://www.cityoflancasterca.org/government/city-officials/city-manager', 'https://www.cityoflancasterca.org/our-city/departments-services/development-services/city-engineering/traffic-engineering/advanced-traffic-management-system', 'https://www.cityoflancasterca.org/home/showpublisheddocument/40658/636905005710200000', 'https://www.cityoflancasterca.org/Home/Components/News/News/9530/20', 'https://www.cityoflancasterca.org/home/showdocument?id=41024', 'https://www.cityoflancasterca.org/home/showpublisheddocument/42914/637528801300870000']"
G06043000,"['https://www.longbeach.gov/find_v2/_click?_t_id=1B2M2Y8AsgTpgAmY7PhCfg%3D%3D&_t_q=washington+post&_t_tags=language:en%2Csiteid:94954c0f-e16a-468a-820a-a11809373f86&_t_ip=66.249.79.43&_t_hit.id=CLB_Web_Models_Pages_DepartmentNewsPage/_2bf83611-0ab6-4846-9b89-092ffcef291c_en&_t_hit.pos=64&_t_redirect=https%3A%2F%2Fdatasmart.ash.harvard.edu%2Fcommunity-engagement-smart-city-development', 'https://www.longbeach.gov/find_v2/_click?_t_id=1B2M2Y8AsgTpgAmY7PhCfg%3D%3D&_t_q=swim+lessons+&_t_tags=language:en%2Csiteid:94954c0f-e16a-468a-820a-a11809373f86&_t_ip=66.249.79.37&_t_hit.id=CLB_Web_Models_Pages_DepartmentNewsPage/_c3be6c2d-5dfe-4e5a-ad86-e629608216e1_en&_t_hit.pos=2&_t_redirect=https%3A%2F%2Fwww.govtech.com%2Fsmart-cities%2FSmart-City-Lessons-from-4-Southern-California-CIOs.html', 'https://www.longbeach.gov/globalassets/smart-city/media-library/documents/smart-city-initiative-strategy---approved', 'https://www.longbeach.gov/find_v2/_click?_t_id=1B2M2Y8AsgTpgAmY7PhCfg%3D%3D&_t_q=what+are+the+watering+days+&_t_tags=language:en%2Csiteid:94954c0f-e16a-468a-820a-a11809373f86&_t_ip=66.249.79.43&_t_hit.id=CLB_Web_Models_Pages_DepartmentNewsPage/_0100f22a-463c-48c7-adde-2654fac7bd36_en&_t_hit.pos=240&_t_redirect=https%3A%2F%2Fwww.idc.com%2Fgetdoc.jsp%3FcontainerId%3DprUS48926722', 'https://www.longbeach.gov/district1/news/a-smart-city-for-all/', 'https://www.longbeach.gov/smartcity/news/lb-ar-exhibition-event/', 'https://www.longbeach.gov/smartcity/news/lb-ar-exhibition-winners/', 'https://www.longbeach.gov/find_v2/_click?_t_id=1B2M2Y8AsgTpgAmY7PhCfg%3D%3D&_t_q=protester&_t_tags=language:en%2Csiteid:94954c0f-e16a-468a-820a-a11809373f86&_t_ip=66.249.79.213&_t_hit.id=CLB_Web_Models_Pages_DepartmentNewsPage/_c7a66480-691d-44c4-9b30-6626c09c4cda_en&_t_hit.pos=6&_t_redirect=https%3A%2F%2Fdatasmart.ash.harvard.edu%2Fnews%2Farticle%2Fcommunity-engagement-during-covid-19', 'https://www.longbeach.gov/smartcity/projects/', 'https://www.longbeach.gov/smartcity/projects/civic-innovation-corps/', 'https://www.longbeach.gov/smartcity/projects/one-number/', 'https://www.longbeach.gov/smartcity/projects/long-beach-ar-challenge/', 'https://www.longbeach.gov/press-releases/city-of-long-beach-partners-with-verizon-to-bring-advanced-wireless-connectivity-to-long-beach/', 'https://www.longbeach.gov/smartcity/projects/anaheim-st/', 'https://www.longbeach.gov/search/?searchtext=tid', 'https://www.longbeach.gov/press-releases/city-of-long-beach-opens-augmented-reality-challenge-for-submissions/', 'https://www.longbeach.gov/search/?searchtext=cio', 'https://www.longbeach.gov/press-releases/long-beach-augmented-reality-ar-exhibition-challenges-developers-to-compete-for-$14000-prize/', 'https://www.longbeach.gov/press-releases/city-of-long-beach-partners-with-mercedes-benz-research--development-north-america-and-xtelligent-to-revolutionize-urban-mobility-through-connected-vehicle-data/', 'https://www.longbeach.gov/press-releases/long-beach-ranks-first-nationwide-as-a--2021-top-digital-city/', 'https://www.longbeach.gov/globalassets/smart-city/media-library/documents/ar-challenge-exhibition-report-2021_final', 'https://www.longbeach.gov/ti/']"
